oldcode,state,povrate60,mort_age59_related_postHS,mort_age59_injury_postHS,mort_age59_all_postHS,mort_age25plus_related_postHS,mort_age25plus_injuries_postHS,mort_age59_related_preHS,mort_wh_age59_related_postHS,mort_bl_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack,census1990_pop,census1990_pop1824,census1990_pop2534,census1990_pop3554,census1990_pop55plus,census1990_pcturban,census1990_pctblack,census1990_percapinc
6063,6,25.740843,0,37.359901,87.173103,227.36069,98.36171,0,0,,9229,94.599998,.58288485,38,660,3716,5275,0,0,8954,.056399375,.14161269,.24793388,.26435113,0,0,10713
8001,8,24.279943,3.3964698,12.453723,30.56823,104.87132,71.763481,4.8683124,4.314002,0,65042,80.900002,.40995735,40,3307,33523,33151,19.4,14.6,110993,,,,,.4581369996306073,.185894605966142,12726
8003,8,27.63995,1.2753638,28.058004,45.913097,130.04837,86.272865,4.3521781,0,4.9280505,73583,85.900002,.50669956,33.299999,4916,33211,40820,18.700001,20.6,113229,.081383742,.15541072,.24471647,.279681,0,.167457100212843,12723
9001,9,22.176481,2.3946464,26.123415,45.715977,138.40378,117.95525,7.8926597,3.5744925,2.2570362,766945,89.5,.47558045,47.799999,34343,334179,461133,100,53.900002,606900,.13370407,.20230186,.25973308,.21209754,1,.6586768825177129,18881
10001,10,34.337242,2.9160471,18.468298,39.852642,89.14975,95.462379,4.5812716,4.1026764,0,77082,84.800003,.63375235,47.5,4722,41289,34147,49.599998,26.200001,181596,.21730104,.18310976,.22649728,.1556422,.6955439547126588,.1901969206370184,12252
10002,10,51.254799,0,7.1306334,14.261267,115.33471,105.72349,0,0,0,7294,84.699997,.51099193,20.5,545,3730,3649,36.299999,21.700001,18486,.10294276,.18165098,.25938547,.15168235,0,.1463810451152223,9417
10003,10,30.749159,1.1791062,11.791062,25.940338,95.000839,99.272461,8.5932798,1.432357,0,67450,83.199997,.45079285,43.900002,4287,35757,32181,6.5,14.7,126994,.097091198,.17950454,.25318518,.21653779,.8162196639211301,.1052963132116478,12225
10004,10,42.009281,0,25.43882,31.798525,134.10927,112.16412,0,0,0,12675,88.400002,.53973132,26.799999,952,6179,6355,38.599998,23.1,22515,.094159447,.1943149,.26622251,.20959361,0,.203775260937153,10287
10005,10,17.645664,1.008985,12.612312,26.23361,88.700592,76.501411,2.5869875,1.1906109,0,111537,87.199997,.44653964,54.299999,5803,56107,58555,54.099998,11.1,398978,.086295485,.17759876,.24144439,.27609792,.8965556998130223,.078400312799202,15093
10006,10,24.055037,1.8332601,19.832541,36.498539,106.78999,85.335945,2.0657103,1.2846178,3.916899,333644,89.400002,.51430303,49.599998,17634,136894,203221,96.599998,16.4,1255488,.079958551,.17268026,.24782874,.29541102,.986157573788041,.1540118264770352,16883
10007,10,57.237354,0,13.08558,13.08558,127.81594,120.71506,20.008003,0,0,7745,86.599998,.62977868,20.4,689,3479,3741,0,16,11011,.1028971,.15875034,.24856961,.22886205,0,.1511216056670602,8867
10008,10,25.594164,0,34.252441,38.533997,139.37299,80.245049,0,0,0,12799,84.599998,.50405109,41.200001,609,4073,8685,58.700001,5.6999998,110975,.057688668,.10896148,.19045731,.48838928,.7207298941202973,.0375219644063978,14431
10009,10,44.912281,0,32.671432,43.561913,96.645348,106.96426,0,0,0,9215,91.099998,.60602582,32.200001,560,3485,5700,0,17.799999,93515,.052119981,.10710581,.20301557,.46038604,0,.0216008127038443,12151
10010,10,35.839085,0,13.141036,24.639442,76.190369,77.555794,0,0,0,19638,80.5,.45655495,37.400002,1204,9817,9730,35.099998,13.6,105986,.09339913,.16688053,.29150078,.15858698,.5570547053384409,.0514690619515785,13945
10011,10,30.948858,7.8019857,29.257446,52.663403,118.31158,115.12832,21.422451,4.3715849,19.580967,15741,76.300003,.46049631,41.5,1058,7012,8822,50,14.5,152099,.074287139,.14721332,.22986345,.3481614,.6212269640168574,.0457333710280804,21386
10012,10,46.034115,0,25.919327,29.159243,106.54513,128.74203,21.49613,0,0,20391,87.699997,.56736022,30.1,1548,9516,10390,47.099998,30.200001,42613,.086757563,.15004811,.24835144,.23143172,0,.181048036984019,10324
10013,10,22.276672,2.3400846,22.050797,38.071373,107.82237,102.64349,5.2056222,1.6263804,4.3248425,936074,88.599998,.49643958,46.599998,49110,395881,570731,95.599998,14.7,1937094,.096829578,.17279853,.25474602,.2339076,.9884337053338661,.2056812937317446,13686
10014,10,43.443836,6.9141951,13.82839,27.65678,161.43379,133.42998,0,0,27.972029,11318,78.400002,.49235541,26.5,728,4513,7229,50.400002,21.700001,23865,.085397027,.15562539,.23004399,.2919338,0,.1574690970039807,10286
10015,10,48.148148,0,0,16.559032,106.94501,160.41751,0,0,0,4518,79.900002,.5354839,21.200001,332,2170,2240,0,14.5,10585,.083797827,.13490789,.23684458,.30609351,0,.0868209730751063,8527
10016,10,26.250204,2.0446594,25.762709,43.755711,122.95634,103.15417,6.1988192,1.7921202,2.7254083,456762,85.400002,.47493899,41.400002,27555,224193,237059,85.199997,23.200001,672971,.11075812,.1955478,.24917716,.18537648,.9880054266825762,.2437044092538906,13857
10017,10,27.532341,2.982152,22.366138,40.259048,94.185867,90.395546,5.703577,2.0530508,5.9824119,174057,89.099998,.48062992,40.400002,11556,91378,83732,73.699997,20.6,262798,.11921324,.17172885,.24665713,.20983036,.8593368290474053,.2003516008493215,12161
10018,10,46.238785,15.810277,31.620554,47.430832,106.86133,111.02476,0,0,63.451778,4539,72.800003,.45984328,28.799999,274,2042,2440,0,38,28701,.061635483,.11480436,.21859865,.41259888,0,.0787777429357862,15124
10019,10,58.894302,0,31.113876,31.113876,117.20677,158.33195,0,0,0,6566,81.300003,.54071426,27.5,449,2800,3693,47.099998,21.200001,8967,.081855692,.13137057,.2495818,.30010036,0,.1257945801271328,9954
10020,10,60.159882,2.4948232,24.948233,47.401642,104.88432,118.04627,10.39501,0,3.4326513,43002,84,.52650541,21.9,2969,19430,22060,44.200001,59.400002,41105,.10181243,.15645298,.24464177,.19868629,0,.5808782386570976,8597
10021,10,54.482758,0,86.862106,108.57764,127.19769,113.06461,0,0,0,2900,91.5,.58146489,22.9,252,1338,1543,0,11.4,9667,.13334022,.13685735,.23481949,.24443984,0,.0847212165097755,9690
10022,10,38.728931,0,40.958427,61.437641,142.45013,177.39075,0,0,0,3193,0,.44115713,15.7,175,1521,1593,0,34.299999,7591,.069424316,.12462126,.23870373,.32143328,0,.1227769727308655,10719
10023,10,34.703712,0,20.712511,20.712511,117.7244,108.55107,0,0,0,9808,92,.51939029,32.799999,749,5183,4796,42.400002,24,11504,.092228793,.15585883,.24000348,.26834145,0,.1875,10028
10024,10,59.030724,11.096316,22.192633,44.385265,151.7092,155.64969,0,0,23.65744,7801,89.699997,.61687952,22.5,684,3602,3831,0,44.5,10930,.10850869,.17035681,.24153705,.18847209,0,.3895699908508692,8851
10025,10,43.960709,5.2026429,26.013214,46.823788,150.24513,159.91003,13.259083,5.8153057,0,12206,75.699997,.48982078,27.200001,945,5747,6685,27.6,9.1999998,19499,.099235855,.14241756,.2212934,.24493563,0,.0570798502487307,9411
10026,10,35.624142,0,49.952824,83.254707,113.77457,178.50838,0,0,0,8234,78.900002,.45891276,28.5,576,3955,4137,38.400002,24.4,25773,.10282078,.15264036,.23982462,.19058704,0,.1680440771349862,10035
10027,10,43.968445,4.0515356,4.0515356,20.257677,115.52342,98.601677,0,4.6763935,0,11020,85.900002,.49735224,29.700001,692,4721,6378,29.5,21,101115,.058230728,.10551352,.19849676,.45280126,.5119517381199624,.0378875537754042,11864
10028,10,35.320709,6.726759,40.360554,57.177452,159.47098,116.90543,7.839448,4.6021447,13.03611,21206,90.599998,.5301584,33.400002,1310,8903,12364,61,20.9,68432,.058934417,.10721593,.18001813,.46894726,0,.097644376899696,12112
10029,10,27.955431,1.35168,21.626883,38.812531,115.45956,96.514267,3.7233779,1.4368813,1.0410485,398669,85.199997,.48704007,36.599998,24287,179708,225790,79.800003,14,834054,.10457476,.1880226,.25908875,.20634755,.8339244221597163,.1317037026379587,14203
10030,10,62.141766,0,8.262414,41.312073,129.69751,143.63196,0,0,0,11159,87.800003,.62518269,16.9,998,4789,5939,0,4.1999998,15778,.090759285,.15249081,.25231335,.25364432,0,.048421853213335,8609
10031,10,30.570616,0,5.3276505,15.982951,118.45889,99.754852,6.3734865,0,0,25819,85.199997,.51234156,43,1449,10493,14897,48.799999,21.299999,90208,.065459825,.13019909,.21249779,.39779177,.7175084249733948,.0857019333096843,17825
10032,10,52.514587,0,6.0951452,18.285435,118.33386,128.71402,4.2419615,0,0,37026,86.099998,.58561981,26.299999,3705,18442,17725,19.799999,31,41375,.10453172,.15654381,.24570392,.24403626,0,.2615589123867069,9654
10033,10,59.985928,9.9443121,39.777248,49.721558,174.14299,143.50673,0,24.654833,0,9986,86.699997,.55037397,26.1,788,4546,4642,0,59.099998,11296,.083657935,.14190865,.24610482,.23645538,0,.429621104815864,9744
10034,10,39.095207,0,0,58.616646,102.8983,154.34746,0,0,0,2962,91.099998,.5720824,23.700001,245,1311,1587,0,11.9,5578,.10236644,.19989243,.25062746,.19397634,0,.1407314449623521,8966
10035,10,38.405968,1.5247157,25.920166,41.167324,140.73372,119.27047,12.416962,0,7.0492034,57301,84.800003,.50927776,38.799999,3624,23551,34519,47.299999,19.4,152104,.067835167,.12321175,.21237443,.40063378,0,.0924827749434597,12450
10036,10,30.456213,4.1815462,30.943439,42.651768,127.83575,93.81321,9.6061478,5.0484653,0,54595,82.400002,.51251918,42.400002,3107,22126,32847,49.299999,15.7,335113,.071525127,.14224456,.22079419,.36972603,.6574826998654185,.0656882902185233,15623
10037,10,31.729824,1.8137134,10.882281,19.043991,76.659485,77.168846,8.662509,0,6.0973749,75717,88.699997,.62313938,49.400002,4476,40779,34769,64.900002,32.700001,192493,.20180994,.18217805,.24792589,.14231686,.8107931197498091,.2418165855381754,14088
10038,10,52.087399,0,6.4441295,32.220646,135.24478,120.92476,0,0,0,10325,90.599998,.565534,24.1,794,4532,5662,0,30.200001,25923,.076958686,.13231494,.23889981,.30818191,0,.1235582301431161,9386
10039,10,48.869347,0,0,56.227158,133.83809,152.95782,44.091709,0,0,3184,80.900002,.55548173,23.299999,251,1505,1618,0,15.2,5569,.11725624,.19859938,.24438858,.20308852,0,.170228048123541,11500
10040,10,58.904785,14.165309,14.165309,63.743893,156.62933,135.3725,9.3949642,15.573898,13.065064,14197,89.800003,.61270756,23,1240,6925,6886,22.9,47.5,16569,.10978333,.16186854,.23049067,.22590379,0,.4180698895527793,9727
10041,10,32.101219,1.1873382,23.746765,37.994823,149.61896,78.102386,11.566042,1.4614542,0,68937,87.300003,.57437015,37.599998,3708,24331,45318,62.099998,15.1,211707,.068571188,.13903649,.20880273,.390809,.8867774801966869,.0778576050862749,14444
10042,10,44.036591,0,27.324581,40.986874,125.7404,119.19536,8.9142447,0,0,51905,90.800003,.56471652,33.599998,3767,23263,28158,32.400002,34.900002,194833,.076419294,.13868287,.22419199,.34029657,.3494531213911401,.1277299020186519,11782
10043,10,28.277899,2.8313372,39.638721,59.45808,116.18015,88.736015,10.429704,3.3726814,0,16876,87.300003,.5161438,40.299999,905,6566,10430,28.299999,20,100900,.065292366,.1386224,.2235778,.39692765,.7847869177403369,.0600495540138751,20328
10044,10,24.959764,0,27.12299,32.054443,94.813713,117.2283,7.6225324,0,0,48374,72.5,.3426823,42.400002,2294,25493,24421,70.900002,10,78024,.076373935,.18002152,.29420435,.27663285,0,.0552522300830514,18869
10045,10,37.418636,6.6577897,13.315579,19.97337,116.41505,95.588509,7.8173857,8.0515299,0,17149,90,.52741277,28.4,1292,8828,8300,42.299999,24.9,43941,.090120845,.16574498,.27586991,.19630869,0,.1026603855169432,13288
10046,10,22.288345,2.9816628,23.853302,33.792179,64.198517,81.648987,0,3.4271615,0,61253,86.599998,.40953097,54.400002,3425,34603,27748,49.200001,6.5,143776,.10852993,.19873971,.2519266,.18188711,.7709492543957267,.090209770754507,13147
10047,10,31.400063,0,28.512774,45.620438,129.03336,155.52365,0,0,0,6804,91.800003,.53699285,27.200001,660,3352,3064,45.900002,16.4,29627,.088399097,.14375401,.22297229,.27083403,0,.0623755358288048,9792
10048,10,23.018929,1.9506269,17.555641,32.046013,107.48895,91.804008,5.4034581,1.4499426,3.8358757,264412,87.400002,.47392666,48.799999,15050,124610,145314,77.800003,14.8,677491,.12356031,.20681751,.24416707,.18694714,.9169095973230641,.1518736042250008,14570
10049,10,39.611618,0,14.300424,28.600847,141.85803,90.751968,0,0,0,18702,88.900002,.52675253,32.599998,977,6990,12104,58.799999,10.4,107728,.096882887,.17121825,.25025991,.23057143,.5154184613099658,.0549810634189811,12268
10050,10,27.657507,2.0090983,25.54425,38.746895,112.62325,89.239182,11.731582,2.3231952,1.1406411,231579,87.199997,.50172609,45.799999,12128,93565,139286,82.800003,22.799999,863518,.072262533,.15966894,.23102587,.34128529,.916584251862729,.1238109686190676,19937
10051,10,39.680649,4.4461241,26.676744,46.684303,125.30775,77.223709,0,3.5298686,23.266636,36375,89.599998,.53645831,27.799999,2167,13824,23305,30.4,11.1,281131,.065147564,.11993697,.19497672,.44136009,.5899776260889051,.0190373882638343,11732
10052,10,24.541941,2.0707793,15.530845,31.579384,151.8755,78.417831,7.4869914,1.2540482,6.2813082,375570,87.300003,.52293581,43.900002,16874,118374,262327,91.099998,8.8000002,851659,.073935695,.14989215,.23390231,.36518019,.9959737406638103,.0763873803952051,15712
10053,10,31.157862,1.6049045,26.0797,37.71526,128.11699,111.05468,10.380236,1.0180448,3.8964329,195695,84.800003,.51287854,35.200001,12732,90577,107098,61.799999,18.4,405382,.089054272,.147826,.23179372,.28989941,.5781731798649176,.1339921358126409,12392
10054,10,41.741535,0,17.361111,32.242062,171.47433,120.59734,8.7604027,0,0,32100,86,.54363215,33.599998,2156,15115,16804,34.200001,31.1,65070,.078115873,.13649915,.23081297,.29771015,0,.1856001229445213,10079
10055,10,37.137516,0,22.771912,37.004356,141.03836,107.20181,10.811979,0,0,29863,90.199997,.59609878,40.299999,2059,13278,16896,49.099998,27.299999,83829,.09027902,.15659259,.26265374,.26901191,.1748082405850004,.0841474907251667,17113
10056,10,32.324623,0,20.002769,26.157469,126.35425,125.27121,7.8988943,0,0,39273,89.199997,.53711993,36.900002,2426,17430,22043,64.300003,32.400002,150171,.071418583,.15371144,.21945648,.3239041,.8728582748999474,.1633737539205306,13387
10057,10,30.515427,0,27.010742,37.39949,75.847351,93.229042,5.3694158,0,0,29123,84.699997,.41658565,37.599998,1981,16460,13173,13.9,6.8000002,81608,.091767967,.18259239,.26937309,.18427116,.3555778845211254,.0403881972355651,12656
10058,10,23.559601,2.1684213,18.431581,33.610531,135.42493,76.061478,8.0593166,2.4936411,0,76878,87.599998,.52756518,47.599998,3932,26918,51109,68.400002,9.6000004,277776,.060113184,.12201918,.21467297,.44586286,.8776028166580266,.042847474223835,18441
10059,10,33.421215,1.3857421,13.16455,29.793455,82.782944,70.214302,5.2075195,1.6331197,0,56231,88,.49379906,43.599998,3246,26367,28639,49.099998,24.6,287529,.094480902,.18258332,.28696236,.18392232,.9278020651829902,.0834002831018784,16644
10060,10,52.28672,0,11.726767,11.726767,125.79949,146.98677,13.092433,0,0,11461,95.5,.55489671,27.4,883,5228,6450,0,25.700001,31577,.084270194,.12952465,.21550496,.34746811,0,.1623650125091047,9920
10061,10,51.761135,0,10.518012,26.295031,146.0134,130.52713,20.140987,0,0,14978,88.300003,.5898062,23.6,1269,6965,7964,43.700001,27.200001,26780,.083644509,.13099328,.24585512,.27453324,0,.1480582524271845,9768
10062,10,43.612301,0,26.246719,52.493439,110.12995,134.15831,0,0,0,13381,84.199997,.53781641,25.799999,939,6439,6620,61,24.6,17111,.081234291,.15948805,.24276781,.2327158,0,.1779557010110455,10331
10063,10,42.275345,0,30.066145,60.13229,90.70491,84.945862,0,0,0,6357,84.699997,.39104673,19.9,390,3038,3569,0,26.700001,10252,.090128757,.23956302,.27048382,.14358173,0,.232052282481467,9648
10064,10,29.915768,2.6530478,19.897858,34.48962,140.96451,90.607941,14.634147,.83365291,10.083694,125107,89,.57301342,46.900002,6464,45430,81309,61.400002,16.799999,370712,.092473403,.14868146,.22493742,.33653617,.7540759403526187,.0902128876324478,13288
10065,10,60.230812,0,0,20.622808,97.795593,105.81162,0,0,0,5462,91.699997,.59150457,21.700001,426,2519,2654,0,28.5,14202,.082030699,.15082383,.28369245,.20271793,0,.1293479791578651,10858
10066,10,51.257961,6.3893681,38.336208,57.504314,118.96385,125.49236,19.190174,7.2711411,0,15927,91.300003,.62150508,24.299999,1219,7189,8469,33.900002,13.5,27760,.065778099,.14470461,.25659221,.30151296,.0240634005763689,.0657780979827089,11290
10067,10,58.230492,15.989766,23.98465,47.969299,118.42805,85.833176,0,10.308216,37.174721,11083,94,.6987043,21.9,1032,5171,5942,28.1,19.5,16919,.084106624,.13280927,.25084224,.27891719,0,.1474082392576394,8794
11001,11,61.665112,6.2996097,31.498047,56.696484,127.87724,116.65993,9.7465887,8.4997873,0,13095,86.300003,.60165435,19.200001,1282,6891,6140,32.200001,23,15744,.092860773,.15510671,.25228658,.20528455,0,.2076346544715447,9901
11002,11,68.262276,16.363934,32.727867,65.455734,121.68549,164.13391,20.449898,26.226068,0,6497,78.199997,.5651359,16.799999,590,3201,2819,0,28.700001,6213,.1071946,.15274425,.24303879,.19636247,0,.2686302913246419,7902
11003,11,58.150677,10.79797,32.393909,53.989849,132.67117,120.1212,15.857913,13.276686,0,8361,87.400002,.55787253,21.700001,738,4268,4037,42.099998,13,9566,.10756847,.15126489,.24440728,.20332427,0,.1541919297512022,9137
11004,11,74.055359,0,26.089226,52.178452,117.11712,139.63963,25.680534,0,0,4552,77.199997,.5888744,15.4,423,2301,2083,0,58.900002,3615,.10456432,.14661135,.2307054,.22185339,0,.5167358229598894,8667
11005,11,40.466751,3.6863642,22.118185,47.922733,130.15683,120.95847,21.853148,6.8865781,0,34140,74.599998,.46430418,20,2031,13545,22123,82.300003,39.599998,39530,.13288641,.19678725,.25992918,.18059702,0,.423905894257526,10358
11006,11,43.550602,0,27.162842,27.162842,108.64179,112.45378,0,0,0,6551,84.400002,.54946101,16.5,556,3154,3458,0,6.5999999,10308,.10467598,.16181606,.27114862,.19509119,0,.0349243306169965,10741
11007,11,40.525253,0,20.02804,30.042059,135.89685,118.90974,0,0,0,14905,78.800003,.50088835,21.799999,1015,6754,7906,38.400002,17.700001,29721,.10591838,.18640019,.24080616,.18784697,0,.114430873792941,11156
11008,11,40.358418,0,17.874014,33.194595,84.247711,112.73727,0,0,0,28887,82.699997,.50276166,19.1,2237,13941,14742,30.700001,15.1,55911,.10784998,.17822969,.25708717,.18212874,.032390763892615,.0920749047593497,11748
11009,11,50.522976,0,7.2207379,21.662214,123.01257,107.63601,22.431583,0,0,13950,88.900002,.5821206,24.6,1128,6253,7360,64.400002,33.400002,16245,.086118802,.14564481,.23496461,.2232687,0,.3132656201908279,9300
11010,11,55.396214,0,55.529114,87.260033,118.09647,122.91674,12.540757,0,0,12248,79.699997,.52533555,21.1,1030,5960,6056,33.799999,15.3,14153,.10188653,.151346,.25210202,.21705645,0,.1161591182081537,9403
11011,11,31.858496,1.4724613,22.08692,48.591221,132.61845,118.03793,4.2519717,0,3.2346756,142521,86.199997,.51212806,34.799999,9181,69467,73829,83.900002,33.400002,149967,.10418959,.16797028,.24652757,.21491395,.8392513019530964,.4168383711083105,13017
11012,11,48.474613,0,11.491611,34.474834,159.84955,108.13352,16.534391,0,0,9845,87.5,.59194005,20.200001,773,4938,4739,48.900002,28.5,10430,.12473634,.14688399,.24007671,.2256951,0,.2235858101629914,10775
11013,11,51.879833,0,35.984165,47.978889,127.17436,140.10735,0,0,0,5559,86.099998,.59038526,21.299999,551,3037,2785,0,13.1,11077,.097950712,.15915862,.26171347,.17576961,0,.0457705154825314,9089
11014,11,64.91758,0,26.404383,26.404383,148.83783,127.57529,36.791759,0,0,15382,85.300003,.6317023,22.799999,1312,7255,7598,33.200001,48.700001,15398,.093193918,.15092869,.21944408,.23769321,0,.4147291856085206,8522
11015,11,59.325489,0,30.759766,51.266277,79.861816,131.86487,0,0,0,6388,80.300003,.55393863,20.5,504,3161,2873,0,36.799999,15438,.090814874,.17605908,.27069569,.13933152,0,.1485296022800881,11083
11016,11,53.257946,3.3447053,30.102348,43.481171,104.72251,91.566414,0,5.695085,0,24618,88.099998,.59853059,27.9,1974,12250,11753,34.400002,36.900002,43125,.25785506,.13836522,.20479999,.17465508,0,.2595014492753623,9635
11017,11,70.030289,0,38.593277,57.889912,115.92816,150.89063,11.896265,0,0,21313,83.300003,.63312227,16.799999,1839,10265,9378,26,66.400002,20579,.089994654,.15768501,.22488946,.19247776,0,.5219398415860829,8185
11018,11,58.155296,0,59.655701,68.177948,101.57063,94.138634,15.649452,0,0,8785,79.699997,.58222842,25.700001,702,4299,4584,28.4,6.5999999,15326,.10283179,.18236983,.25897169,.19470182,0,.3547566227326113,10321
11019,11,73.486351,0,17.724211,53.172634,142.49887,145.34883,0,0,0,7613,87.599998,.59561479,21.200001,617,3603,3514,0,5.0999999,5013,.079593055,.14901257,.21563934,.26112109,0,.5888689407540395,8244
11020,11,34.399605,7.617887,45.707321,76.178871,95.936874,99.99054,0,11.870845,0,10213,87.199997,.51546782,27.1,763,5269,4546,32.799999,39.799999,30167,.13372228,.24135645,.22524613,.093612224,0,.2019093711671694,11710
11021,11,61.444721,14.874312,29.748625,74.371559,149.92505,175.62648,0,25.23341,0,6857,87.800003,.59936202,24,578,3135,3402,0,35.400002,7744,.1053719,.13558884,.25167871,.24302685,0,.309400826446281,9293
11022,11,38.870796,5.8032694,17.409807,32.885193,110.40266,118.87189,17.711655,4.9210176,9.1249199,37953,85.099998,.54084605,20.9,2675,17517,19074,79.199997,19.200001,71422,.14158103,.1685335,.24652068,.17735432,0,.1545602195401977,11239
11023,11,25.598373,0,15.007804,42.021851,97.11451,76.50058,0,0,0,21646,85.699997,.50018066,28.1,1495,11070,10610,32.799999,1.5,42464,.094856821,.15952337,.27908346,.20398456,.5635832705350414,.00913715146948,11059
11024,11,47.57814,0,13.118195,13.118195,102.811,157.97789,22.988506,0,0,5471,81.400002,.50713778,20.799999,417,2802,2397,0,31.9,8496,.10134181,.16537194,.23740584,.18596987,0,.2704802259887006,8894
11025,11,31.082579,2.2839916,22.268917,49.105816,125.73925,113.19833,5.5544977,1.0360547,3.8857589,189988,88.300003,.50246763,39,12012,92599,97097,90.199997,34,216935,.10925853,.17446701,.24012722,.21163481,.9155230829511144,.3801922234770784,12983
11026,11,22.373756,20.07226,0,46.835274,21.738792,83.849632,0,9.9581757,44.414833,12959,50.099998,.21172932,57.400002,766,9975,4164,0,17.5,16934,.32177868,.2388095,.13977796,.027282391,.8631746781622771,.3094366363528995,8673
11027,11,36.798161,4.9771051,14.931316,29.862633,142.88127,104.1696,16.758841,5.6602707,0,20069,78.599998,.48670545,21.9,1486,9628,10696,23.6,9.1999998,22242,.10507149,.14346731,.24934807,.24925816,0,.0861433324341336,9281
11028,11,39.990303,0,12.456661,26.989433,86.457413,86.114326,0,0,0,22973,80.199997,.49170235,16.700001,1720,11208,12122,0,3.9000001,90204,.093233116,.21650925,.28000975,.12971708,.368254179415547,.0177264866303046,14849
11029,11,35.018044,6.0795202,20.265066,44.583149,99.918129,96.517776,4.0809665,3.2140906,11.281589,45641,84,.59570646,44,2555,24502,21915,69.099998,25.4,87594,.28554466,.17331095,.19576684,.14258967,.8240518756992488,.2622896545425486,11604
11030,11,64.902504,0,0,0,149.09863,153.61678,29.655991,0,0,4671,87.800003,.65961361,24,378,2174,2230,0,62.299999,3364,.092152201,.12990488,.2116528,.27645659,0,.6076099881093936,7678
11031,11,18.554796,1.3540045,20.310066,33.173111,62.556313,82.165314,5.4528599,1.4933844,0,46628,85.199997,.48029605,37.700001,2695,25401,22338,65.300003,10.2,182052,.11292378,.20879748,.27305934,.12415683,.9559576384769187,.2382451167798212,13577
11032,11,63.71553,13.984058,41.952175,69.920288,151.45074,122.2234,41.718815,22.45677,0,6212,79.900002,.51417369,18.5,563,3316,3095,40.200001,37.799999,6160,.10292207,.14220779,.24431819,.20633116,0,.2728896103896104,8354
11033,11,16.953648,2.7471128,15.305342,29.43335,62.197189,78.002319,3.6654205,2.5170741,6.9696126,115128,87.900002,.47823137,41.900002,7163,60454,57296,48.5,7,447745,.10292242,.21388067,.30271024,.1278116,.9420697048543256,.0983640241655407,19166
11034,11,55.138012,3.84571,38.4571,65.377075,110.66365,122.45032,12.578616,5.6516333,0,22696,84.900002,.55484897,24.799999,1882,11322,10376,39.799999,27.200001,29592,.111618,.16815355,.24371451,.1770411,0,.2545620437956204,10170
11035,11,47.433823,2.9591053,29.591051,59.182102,167.28314,129.64442,12.440906,4.3170438,0,34459,84.699997,.54982215,24.6,2886,17151,16966,46.299999,24.1,36645,.104298,.14752354,.24352571,.22420521,0,.2415882112157184,9878
11036,11,46.55434,0,19.035189,32.631752,59.813725,76.428642,48.253235,0,0,13181,69.699997,.43506858,28.799999,1045,7146,6153,0,35.5,66031,.085414425,.18191455,.30308491,.12248792,.6939316381699505,.109251715103512,15372
11037,11,54.274841,0,28.624588,42.936882,110.61669,124.44377,23.929171,0,0,11861,74.199997,.51253867,19.6,972,5822,5938,36.599998,29.5,13456,.10077289,.14409928,.24100773,.22659037,0,.2994203329369798,8870
11038,11,44.844143,0,16.747147,25.12072,106.38611,132.03651,5.1631556,0,0,28453,86.300003,.59239638,25.299999,2191,13967,14916,42.099998,36.200001,53853,.09542644,.16983269,.27196255,.17791024,0,.225892707927135,13708
11039,11,64.609055,0,0,28.44141,140.02898,101.40029,22.371365,0,0,5855,80.300003,.54350048,15.9,487,2931,2657,0,57.799999,8991,.090534978,.18095873,.2654877,.17450784,0,.3066399733066399,10003
11040,11,55.869492,0,20.43214,40.864281,162.63364,133.53078,0,0,0,17913,84.699997,.56735265,25,1431,8552,8986,59.700001,42.900002,20011,.088951074,.14062266,.23637,.23112288,0,.4065763829893558,9248
11041,11,45.318092,0,8.8621054,35.448421,101.45418,112.72686,0,0,0,8761,84.599998,.54216868,18.299999,719,4648,4019,0,1.6,13147,.12573211,.15752643,.26629651,.19525367,.0350650338480262,.0034988970867879,9360
11042,11,62.131104,0,0,49.370525,112.15334,149.5378,0,0,,3833,78.699997,.52864158,14.5,310,1833,1821,0,0,9429,.094601758,.18793085,.26726058,.17456782,0,.0028635062042634,12198
11043,11,53.104652,4.0454712,24.272827,52.591125,110.31178,133.99837,16.270744,0,8.2196283,25621,82.5,.54386806,26.200001,2021,12492,12334,50.400002,41.599998,25511,.09736976,.15722629,.23229195,.21249656,0,.3947316843714476,9246
11045,11,50.905731,6.1508179,24.603271,36.904907,149.31015,184.27518,0,9.5611439,0,16834,87.900002,.60773009,18.6,1510,8150,8309,31.1,27.799999,17607,.10376555,.15527914,.24973021,.22882944,0,.2763673538933379,8643
11046,11,65.422905,9.4446545,9.4446545,28.333963,155.05559,170.56114,0,0,15.410695,11560,86.599998,.60874295,22.200001,1050,5513,5553,0,52.5,9901,.086354911,.13937986,.23532976,.22856277,0,.4898495101504898,8413
11047,11,36.341423,4.9097104,28.47632,51.060989,93.942024,99.629921,7.1293621,3.8401721,6.1206999,77045,84.199997,.46528015,40.099998,4534,40870,35270,77.099998,34.299999,96311,.11740092,.15475906,.23981684,.18300091,.8674087072089377,.5015003478315042,10888
