net_tfa,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
-40,27,8928,3,12,0,0,0,0,0,0,0
-8752,38,59229,5,12,0,1,1,0,0,0,1
-9400,27,59331,2,12,0,1,1,0,0,0,1
-3400,35,22110,4,14,0,1,0,0,0,0,1
75,42,6801,3,12,0,0,0,0,0,0,0
1000,40,17106,2,12,0,1,0,0,0,0,1
-3036,28,19701,4,6,0,1,1,0,0,0,1
4638,27,18075,3,13,0,0,0,0,0,1,1
-3500,32,46998,7,8,0,1,1,0,0,0,1
-68850,31,11721,1,18,0,0,0,0,0,0,1
-10250,49,29898,5,12,0,1,1,0,0,0,0
79757,55,38679,1,12,1,0,0,0,0,1,1
999,35,19260,4,12,0,1,0,0,0,0,1
-13551,41,7824,1,14,0,0,0,0,0,0,0
-875,43,23892,6,12,1,1,1,0,0,0,0
24999,48,44376,1,12,0,0,0,0,0,0,1
-14901,30,19644,2,12,1,0,0,0,0,0,0
0,28,23970,4,15,0,1,1,0,0,0,0
-8300,36,26772,1,15,0,0,0,0,0,0,1
7600,58,33219,4,12,0,1,0,0,0,0,1
999,59,33084,2,12,0,1,0,0,0,0,1
47199,55,34248,2,17,1,0,0,0,0,0,1
29000,36,95592,4,17,0,1,1,0,0,1,1
7300,25,12114,1,16,0,0,0,0,0,1,0
-825,30,17427,2,13,0,1,1,0,0,0,1
34420,42,90000,5,18,0,1,1,0,0,1,1
1700,42,29475,5,18,0,0,0,0,0,0,1
-1275,25,56664,2,15,1,0,0,0,0,0,0
0,48,17088,3,6,1,0,0,0,0,0,0
110,28,41130,2,14,0,1,1,0,0,0,1
3000,32,14580,2,12,0,1,0,0,0,0,0
-1245,52,21420,5,11,0,1,0,0,0,0,0
0,59,10422,6,12,0,1,0,0,0,0,0
400,33,25326,4,10,0,1,0,0,0,0,0
0,27,20460,3,12,0,1,1,0,0,0,1
5217,32,33804,5,12,0,1,0,0,0,1,1
-3000,32,40800,1,12,0,0,0,0,0,0,0
-53640,43,12750,6,16,0,1,0,0,0,0,0
2149,40,12915,4,12,0,0,0,0,0,0,1
-1855,34,16122,3,13,0,1,1,0,0,0,1
-2600,39,16200,4,13,0,1,1,0,0,1,0
8300,40,40194,3,12,1,1,1,0,0,1,0
249,52,22047,4,12,0,1,1,0,0,0,1
1400,33,54966,3,18,0,1,1,0,0,0,1
2863,56,16290,1,12,0,0,0,0,0,0,0
-2800,33,62808,3,16,1,1,1,0,0,0,1
-1800,52,66603,3,12,1,1,1,0,0,0,1
450,54,14310,2,10,0,1,0,0,0,0,0
80,48,19680,4,12,0,1,1,0,0,0,0
4310,50,22263,2,13,0,0,0,0,0,1,0
0,47,7041,2,12,0,0,0,0,0,0,0
23699,31,43116,1,14,0,0,0,0,0,0,1
13000,57,4875,1,12,0,0,0,0,0,0,0
8000,29,102996,4,12,0,1,0,0,0,0,1
-735,25,17853,3,10,0,0,0,0,0,0,0
-3530,31,44853,4,16,0,1,1,0,0,0,1
8999,58,13404,1,11,0,0,0,0,0,1,1
400,60,23244,1,12,0,0,0,0,0,0,1
22998,54,31587,2,10,0,1,0,0,0,0,1
0,35,33843,2,10,1,0,0,0,0,0,0
350,45,7596,3,13,0,0,0,0,0,0,0
72450,29,67575,2,18,0,1,1,0,0,1,0
-1480,35,21216,10,14,0,1,0,0,0,0,0
9000,40,32676,3,18,1,0,0,0,0,0,1
18200,53,34920,2,12,0,1,0,0,0,0,1
8699,35,9933,2,12,1,1,1,0,0,0,1
6049,44,67602,7,16,1,1,1,0,0,1,1
-2051,35,33759,3,13,0,1,1,0,0,0,1
3000,38,12930,5,10,0,1,0,0,0,0,0
-100,25,14895,1,14,0,0,0,0,0,0,0
0,46,17280,6,12,0,0,0,0,0,0,0
39499,63,12294,2,16,0,1,0,0,0,1,1
-1701,54,22074,2,12,0,0,0,0,0,0,1
41499,61,22893,1,18,0,0,0,0,0,1,0
300,34,16845,1,11,1,0,0,0,0,0,1
5298,48,51591,5,16,0,1,0,0,0,0,0
-4390,27,40830,3,14,0,1,1,0,0,0,1
2600,61,34680,1,16,0,0,0,0,0,1,0
-13375,39,15600,4,13,0,1,0,0,0,0,0
13500,44,48300,3,16,0,1,0,0,0,1,1
84000,62,25020,2,12,1,0,0,0,0,1,0
49,64,13497,4,10,0,0,0,0,0,0,1
-3000,46,11592,3,12,0,0,0,0,0,0,1
409,34,27345,5,10,0,1,0,0,0,0,1
449,35,32022,3,14,0,1,0,0,0,0,0
-9100,30,29364,1,18,0,0,0,0,0,0,0
-2000,45,17076,3,10,0,1,0,0,0,0,1
65330,42,61857,5,14,1,1,1,0,0,1,1
-7075,36,8574,1,16,0,0,0,0,0,0,0
0,48,9864,1,12,0,0,0,0,0,0,0
300,50,18348,4,6,0,0,0,0,0,0,1
1208,46,34131,7,15,0,1,1,0,0,0,1
3749,60,43425,4,11,0,1,1,0,0,1,1
2000,29,57870,4,13,0,1,0,0,0,0,1
-1500,28,33849,1,13,0,0,0,0,0,0,0
-1000,31,18819,1,14,0,0,0,0,0,0,0
133249,54,65661,4,12,0,1,1,0,0,1,1
4999,35,34647,1,15,0,0,0,0,0,0,0
700,52,22791,4,6,0,1,0,0,0,0,0
22300,38,47043,5,16,1,1,1,0,0,0,1
112000,44,22416,1,18,0,0,0,0,0,1,0
24100,40,24660,2,17,0,0,0,0,0,1,1
0,41,13260,2,13,0,0,0,0,0,0,1
750,26,18360,1,15,0,0,0,0,0,0,0
-3413,45,8880,3,6,0,1,0,0,0,0,0
2000,54,40665,2,12,0,1,0,0,0,0,1
0,25,27120,4,12,0,1,0,0,0,0,1
45900,64,38124,2,11,0,1,0,0,0,1,1
6000,39,21945,1,16,0,0,0,0,0,0,1
73000,48,66450,2,12,1,1,1,0,0,1,1
13409,35,35283,5,12,0,1,0,0,0,0,1
500,41,16200,1,12,0,0,0,0,0,0,0
-2736,30,39957,4,16,0,1,0,0,0,0,0
20300,50,46632,2,12,0,1,0,0,0,0,1
-29050,48,16560,2,18,0,0,0,0,0,0,0
1999,30,24600,1,7,0,0,0,0,0,0,0
0,38,15300,1,17,0,0,0,0,0,0,1
0,31,20565,3,15,0,0,0,0,0,0,1
3446,47,30720,2,15,0,0,0,0,0,0,0
0,30,17481,5,6,0,1,1,0,0,0,1
8250,62,39648,2,17,0,1,1,0,0,1,1
-21950,33,24711,1,16,0,0,0,0,0,0,1
22000,41,35061,3,12,0,1,1,0,0,0,0
920,45,30240,3,14,0,0,0,0,0,0,1
0,31,7962,2,12,0,0,0,0,0,0,0
35699,55,21390,2,18,0,0,0,0,0,1,1
-7773,47,10590,3,12,0,0,0,0,0,0,1
-720,33,6090,4,12,0,1,1,0,0,0,0
1594,30,57585,3,18,0,1,1,0,0,0,0
7799,25,46506,2,14,0,1,1,0,0,0,0
15,42,13851,4,8,1,0,0,0,0,0,0
4499,37,39000,2,12,0,0,0,0,0,0,1
1600,40,34680,5,15,0,1,1,0,0,0,1
-11601,33,16590,5,12,0,1,1,0,0,0,0
-2195,31,69936,4,16,0,1,1,0,0,0,1
0,32,12720,3,8,0,1,0,0,0,0,0
999,31,55200,3,16,0,1,1,0,0,0,1
-900,30,27930,3,6,0,1,1,0,0,0,0
98,37,39468,3,12,0,1,1,0,0,0,1
12898,41,84495,6,18,1,1,1,0,0,0,1
-843,32,12207,1,12,0,0,0,0,0,0,0
-800,42,15384,7,13,0,1,1,0,0,0,1
-540,31,27036,4,12,0,1,0,0,0,0,1
25000,40,70650,4,15,1,1,1,0,0,1,1
-4500,28,45360,1,18,0,0,0,0,0,0,0
1770,27,29661,1,16,0,0,0,0,0,1,0
0,33,6900,2,10,0,0,0,0,0,0,0
-9400,31,19200,3,12,0,0,0,0,0,0,0
-3000,58,36975,4,12,0,1,1,0,0,0,0
-500,29,62520,2,16,0,1,0,0,0,0,0
8897,36,44400,5,13,0,1,1,0,0,1,1
28499,61,25992,4,16,0,0,0,0,0,1,1
-8000,39,36984,1,18,1,0,0,0,0,1,1
-1490,26,11460,4,9,0,1,1,0,0,0,0
97500,41,57657,3,3,0,1,0,0,0,1,1
-500,32,30669,1,13,0,0,0,0,0,1,0
93800,54,75876,2,14,0,1,1,0,0,1,1
64653,42,51492,1,17,0,0,0,0,0,1,0
-3495,29,44472,4,12,1,1,1,0,0,0,1
0,52,20574,1,9,0,0,0,0,0,0,0
40450,31,33948,1,16,1,0,0,0,0,1,0
-14160,31,16560,2,12,0,1,1,0,0,0,0
6325,35,32265,4,12,0,1,1,0,0,0,1
180,44,26415,2,14,0,0,0,0,0,0,0
199,42,32130,4,17,1,1,1,0,0,0,1
0,30,16608,2,12,0,0,0,0,0,0,0
20949,26,27975,3,12,0,1,0,0,0,0,1
-6355,25,35700,1,16,0,0,0,0,0,0,0
-15000,26,97998,1,18,0,0,0,0,0,0,0
0,33,19347,3,13,0,1,1,0,0,0,0
-1500,42,28800,4,12,0,1,0,0,0,0,1
35000,27,38874,1,17,1,0,0,0,0,0,0
-2400,39,26925,5,12,0,1,0,0,0,0,0
1350,38,55350,4,16,0,1,1,0,0,0,0
9300,28,36300,1,16,0,0,0,0,0,0,0
400,41,25272,3,12,0,0,0,0,0,0,1
4700,33,41637,2,12,0,1,1,0,0,0,0
0,42,7668,3,6,0,1,0,0,0,0,0
-6415,31,52350,4,14,1,1,1,0,0,0,0
500,46,36120,1,14,0,0,0,0,0,1,1
699,59,19203,2,12,0,1,0,0,0,0,1
0,58,17448,1,8,1,0,0,0,0,0,0
28020,34,12144,1,14,0,0,0,0,0,0,0
0,31,17901,3,9,0,0,0,0,0,0,0
500,32,25338,5,13,0,1,1,0,0,0,0
0,29,29355,5,12,0,1,1,0,0,0,0
17396,61,33090,2,12,0,1,0,0,0,1,1
154,25,28728,4,9,0,1,1,0,0,0,0
10999,25,36600,1,16,0,0,0,0,0,0,0
-5500,28,27546,1,16,0,0,0,0,0,0,0
-3650,50,12240,2,12,0,0,0,0,0,0,0
0,48,7200,3,12,0,1,0,0,0,0,0
600,47,13800,1,12,0,0,0,0,0,0,0
652,31,32295,4,13,0,1,1,0,0,0,1
2300,37,47772,3,12,0,1,1,0,0,0,1
5100,30,29616,3,16,0,1,1,0,0,1,0
86,36,32073,4,12,0,1,1,0,0,0,0
0,39,20148,2,12,0,0,0,0,0,0,0
-453,33,15000,7,12,0,1,0,0,0,0,1
1348,56,82977,2,17,1,1,1,0,0,0,1
-975,34,19362,5,12,0,1,0,0,0,0,1
400,33,12264,5,6,0,1,0,0,0,0,0
0,30,10200,1,12,0,0,0,0,0,0,0
88868,61,59940,2,10,0,1,0,0,0,1,1
-30910,29,24384,2,16,0,1,1,0,0,0,0
-2800,38,20058,3,12,1,0,0,0,0,0,1
-9500,27,28800,1,12,0,0,0,0,0,0,0
6435,44,46740,1,18,1,0,0,0,0,0,0
200,31,16560,1,13,0,0,0,0,0,0,0
0,58,8607,2,10,0,0,0,0,0,0,0
99350,62,26880,3,12,0,1,0,0,0,0,1
-1800,33,49428,4,16,0,1,1,0,0,0,1
0,39,4872,2,18,0,0,0,0,0,0,1
-3000,42,13203,1,13,0,0,0,0,0,0,1
371,43,20697,4,12,0,1,1,0,0,0,0
11500,26,37350,1,16,1,0,0,0,0,0,1
0,64,7674,1,2,0,0,0,0,0,0,0
350,29,17340,1,12,0,0,0,0,0,0,1
47000,56,91692,2,12,0,1,1,0,0,0,1
70010,61,121722,2,16,0,1,0,0,0,0,1
4950,43,54723,3,16,1,1,1,0,0,1,1
499,30,15330,2,15,0,0,0,0,0,0,0
-4900,48,12513,1,16,0,0,0,0,0,0,0
-1100,54,18288,2,9,0,0,0,0,0,0,1
12940,36,24048,1,16,0,0,0,0,0,1,1
-2801,53,40926,3,12,0,1,1,0,0,0,1
199,35,33012,3,14,0,0,0,0,0,0,0
89410,51,65865,2,12,0,1,1,0,0,1,1
900,64,12642,2,10,0,0,0,0,0,0,1
1000,61,35100,5,12,0,0,0,0,0,0,0
-10500,32,67422,4,12,0,1,1,0,0,0,0
-2881,29,25899,1,18,0,0,0,0,0,0,1
71000,47,35334,1,12,0,0,0,0,0,1,1
-3400,27,21900,1,14,0,0,0,0,0,0,0
19650,61,17253,1,12,1,0,0,0,0,0,0
50025,29,64560,2,16,1,1,1,0,0,0,0
8460,26,24300,1,12,0,0,0,0,0,0,1
5,31,10200,1,12,0,0,0,0,0,0,0
0,35,11844,2,11,0,0,0,0,0,0,0
-1450,63,31209,5,12,0,1,0,0,0,0,1
-1822,30,35550,4,12,0,1,0,0,0,0,1
58121,51,136914,2,12,1,1,1,0,0,0,1
9499,50,41775,1,12,1,0,0,0,0,1,1
200,32,30186,2,12,0,1,1,0,0,0,1
12079,44,21411,2,12,0,1,1,0,0,0,1
300,62,26808,2,17,0,1,0,0,0,0,1
-6380,40,50817,5,12,0,1,1,0,0,0,1
6999,40,916,1,12,0,0,0,0,0,0,1
0,34,44625,1,12,0,0,0,0,0,0,0
754,35,22443,5,12,0,1,0,0,0,1,1
3049,37,48705,3,18,0,0,0,0,0,0,1
55000,63,55500,2,15,0,1,0,0,0,1,1
1749,27,10941,1,12,0,0,0,0,0,0,1
300,34,14304,1,12,1,0,0,0,0,0,0
-62,31,9096,2,12,0,0,0,0,0,0,0
-8700,31,40473,4,12,0,1,1,0,0,0,1
0,49,13950,6,13,0,0,0,0,0,0,0
0,41,18306,2,13,1,0,0,0,0,0,0
-4300,53,12882,2,12,0,0,0,0,0,0,1
-136,38,20820,5,16,0,1,0,0,0,0,0
4150,47,17010,3,10,0,1,0,0,0,0,1
7360,42,30417,4,16,0,1,1,0,0,1,1
12599,43,33366,1,12,1,0,0,0,0,0,1
36,32,14997,12,12,0,1,0,0,0,0,0
226048,51,63225,3,16,0,0,0,0,0,1,1
100,26,15906,4,12,0,0,0,0,0,0,1
-14000,35,33120,4,10,0,1,1,0,0,0,0
950,54,20172,2,17,0,1,0,0,0,0,1
3630,34,34323,2,13,0,0,0,0,0,0,0
0,25,22683,1,16,0,0,0,0,0,0,0
-1201,51,49830,2,12,1,1,1,0,0,0,1
-600,60,7650,2,3,0,0,0,0,0,0,0
-780,31,18813,3,14,0,1,1,0,0,0,0
0,33,45951,4,12,0,1,1,0,0,0,0
2998,36,46422,3,13,0,1,1,0,0,0,0
-799,30,32784,2,13,0,1,1,0,0,0,0
349,39,35295,3,14,0,0,0,0,0,0,1
-4000,57,92160,2,12,0,1,1,0,0,0,0
3500,53,14760,3,12,0,1,0,0,0,0,1
-3100,43,21216,7,10,0,1,1,0,0,0,0
2237,45,37677,3,15,0,0,0,0,0,0,1
-1504,41,9345,1,16,1,0,0,0,0,1,1
5599,64,21372,3,12,0,1,0,0,0,0,1
649,26,15981,4,12,1,0,0,0,0,0,1
199,44,22692,1,12,1,0,0,0,0,0,0
300,42,36468,5,15,1,0,0,0,0,0,1
-14958,25,19680,4,11,0,1,0,0,0,0,1
20,33,21228,4,12,1,1,0,0,0,0,0
22100,35,53010,2,18,0,0,0,0,0,1,1
-1900,31,22011,7,9,0,1,0,0,0,0,1
799,37,13185,2,12,0,0,0,0,0,0,0
-612,28,15045,3,13,0,0,0,0,0,0,0
-300,39,43230,3,12,0,1,1,0,0,0,1
20,30,10803,1,11,1,0,0,0,0,0,0
0,35,16917,6,12,0,0,0,0,0,0,0
0,25,20400,1,12,0,0,0,0,0,0,0
-2500,62,17805,3,12,0,1,0,0,0,0,1
-1468,25,10500,3,14,0,0,0,0,0,0,0
80400,42,37200,3,12,0,1,0,0,0,0,0
11100,36,18750,1,15,0,0,0,0,0,1,1
5419,46,39582,2,18,1,0,0,0,0,0,1
0,46,11640,3,8,1,0,0,0,0,0,0
30050,46,38925,4,13,0,1,1,0,0,1,1
2800,62,20526,3,8,0,1,0,0,0,0,0
-226,43,10560,3,11,0,0,0,0,0,0,1
47348,49,45729,4,12,0,1,1,0,0,1,1
-800,28,21600,4,12,0,1,0,0,0,0,0
115500,62,61680,2,12,0,1,0,0,0,1,1
500,37,29430,1,12,0,0,0,0,0,0,0
-1690,41,20592,3,14,0,0,0,0,0,0,0
-84151,58,13074,1,11,0,0,0,0,0,0,1
20999,51,7470,1,12,0,0,0,0,0,1,1
13209,46,73785,4,12,1,1,1,0,0,1,1
1400,27,86790,4,12,0,1,1,0,0,0,0
-1400,48,19200,5,16,0,0,0,0,0,0,0
-295,36,32316,5,12,0,1,0,0,0,0,0
0,34,11964,1,12,1,0,0,0,0,0,0
2400,40,21420,1,12,0,0,0,0,0,0,1
12899,42,58938,3,16,1,1,1,0,0,1,1
800,31,28089,1,12,0,0,0,0,0,0,0
-2700,30,45810,1,16,0,0,0,0,0,0,1
-6831,44,21288,3,12,0,0,0,0,0,0,0
-12970,44,35034,4,14,0,1,1,0,0,0,1
-1300,37,35700,5,12,0,1,0,0,0,0,1
-65,26,11232,2,15,0,0,0,0,0,0,0
200,63,17418,2,9,0,1,1,0,0,0,1
384,28,29421,2,14,0,1,1,0,0,0,0
-1796,44,51552,4,12,1,1,1,0,0,0,1
100,26,21216,1,16,1,0,0,0,0,0,0
87600,60,42288,1,12,0,0,0,0,0,1,1
-2785,32,6312,1,11,0,0,0,0,0,0,0
-700,35,43233,4,12,0,1,1,0,0,0,1
-2065,43,25068,4,14,1,0,0,0,0,0,0
500,33,30192,1,16,0,0,0,0,0,0,1
-1300,26,12240,6,4,0,1,0,0,0,0,0
2899,52,35340,2,11,0,1,1,0,0,0,1
9055,39,34908,3,12,0,1,1,0,0,1,0
1300,50,16269,5,11,0,1,0,0,0,0,0
0,43,3420,2,9,0,0,0,0,0,0,0
-750,31,31470,2,13,0,1,1,0,0,1,1
8750,43,32106,2,12,0,0,0,0,0,1,1
0,33,8670,2,13,0,1,0,0,0,0,0
-4800,35,47922,4,12,1,1,0,0,0,0,1
2295,54,20226,3,12,0,1,1,0,0,0,1
-180,59,10788,1,10,1,0,0,0,0,0,0
7234,54,98784,3,12,0,1,1,0,0,0,1
-600,29,7788,3,12,0,0,0,0,0,0,0
-1538,28,12636,2,14,0,0,0,0,0,0,1
5900,42,41883,1,16,1,0,0,0,0,1,1
219699,59,144534,2,18,1,1,0,0,0,1,1
1180,51,26262,4,12,0,1,1,0,0,0,1
0,27,33864,1,15,0,0,0,0,0,0,1
1000,36,19791,1,11,1,0,0,0,0,0,0
-600,26,12375,4,11,0,1,0,0,0,0,0
-2200,37,28050,6,13,0,1,0,0,0,0,0
1600,39,77919,6,17,0,1,1,0,0,0,1
29200,61,42744,3,12,0,1,0,0,0,1,1
2150,46,77235,5,12,1,1,1,0,0,0,1
550,48,20970,4,10,0,0,0,0,0,0,0
-929,40,30936,4,13,1,0,0,0,0,0,1
14813,64,6450,3,11,0,0,0,0,0,0,1
0,35,17244,6,15,1,1,1,0,0,0,1
700,34,34800,3,10,0,1,1,0,0,0,0
12400,31,50388,2,15,0,1,1,0,0,0,1
-9000,37,45426,4,15,0,1,1,0,0,0,0
0,40,53091,3,12,0,1,1,0,0,0,1
-51,51,24063,2,13,0,0,0,0,0,0,1
11900,55,56598,4,17,0,1,1,0,0,0,1
0,29,9900,3,1,0,0,0,0,0,0,0
0,55,4080,2,14,0,0,0,0,0,0,0
-1500,34,30255,4,14,0,0,0,0,0,0,0
-100,33,20250,1,12,0,0,0,0,0,0,0
8399,42,47934,4,17,1,1,1,0,0,1,1
-2450,36,25812,3,16,0,1,0,0,0,0,0
29000,29,12690,1,18,0,0,0,0,0,1,0
-11700,37,56529,2,12,1,1,1,0,0,0,1
0,39,19635,5,12,0,1,0,0,0,0,1
-7996,51,25200,2,14,0,1,0,0,0,0,0
13349,33,53700,4,12,0,1,1,0,0,0,0
-750,56,15006,3,12,0,0,0,0,0,0,1
-17900,40,29190,5,17,0,0,0,0,0,0,1
400,61,10032,1,12,0,0,0,0,0,0,0
16199,39,50250,4,18,0,0,0,0,0,0,1
-1400,52,28344,2,12,1,0,0,0,0,0,0
14299,44,73902,4,16,1,1,1,0,0,0,1
-101,56,30165,3,10,0,1,0,0,0,0,0
0,46,17490,3,6,0,1,1,0,0,0,1
49800,43,57645,2,18,1,0,0,0,0,0,0
0,37,12324,9,11,0,0,0,0,0,0,1
14399,61,44331,3,14,1,1,0,0,0,0,1
-5500,27,25527,4,13,0,1,0,0,0,0,0
-1100,40,35190,9,12,1,1,1,0,0,0,0
9000,48,61830,3,12,0,1,0,0,0,0,1
0,64,4779,6,10,0,0,0,0,0,0,1
-1400,31,32082,1,16,0,0,0,0,0,0,0
300,28,33906,2,18,0,1,0,0,0,0,0
-6001,45,58578,2,13,0,1,1,0,0,1,1
-2600,39,16341,2,12,0,0,0,0,0,0,1
0,35,12114,3,12,0,0,0,0,0,0,1
549,39,39366,2,1,0,1,1,0,0,0,1
-1851,33,28203,4,12,0,1,1,0,0,0,1
1340,27,21690,1,15,0,0,0,0,0,0,1
-62,30,25437,1,12,0,0,0,0,0,0,1
0,63,6480,1,6,0,0,0,0,0,0,0
-117200,39,14790,5,6,0,1,0,0,0,0,0
0,25,13320,2,11,0,0,0,0,0,0,0
779,39,13011,1,12,0,0,0,0,0,0,1
-775,51,36648,3,11,0,1,1,0,0,0,1
100,37,15018,3,12,0,0,0,0,0,0,0
0,32,26535,4,14,0,1,0,0,0,0,0
52150,41,59400,1,12,1,0,0,0,0,0,1
0,40,10200,3,12,1,0,0,0,0,0,0
1200,27,30195,3,12,0,1,1,0,0,0,0
-4400,25,21879,1,16,0,0,0,0,0,0,0
-220,56,12723,3,10,0,0,0,0,0,0,0
-9400,38,36648,4,12,0,1,1,0,0,0,1
0,29,840,1,12,0,0,0,0,0,0,0
-3290,28,21582,1,16,0,0,0,0,0,0,0
-200,34,14040,1,12,0,0,0,0,0,0,0
450,47,33792,6,17,0,1,0,0,0,0,1
-134,30,29526,4,14,0,1,0,0,0,0,0
0,26,6168,4,14,0,1,1,0,0,0,0
0,50,13740,1,12,0,0,0,0,0,0,0
2175,49,54063,4,12,1,1,1,0,0,0,1
-2000,50,49164,4,14,0,1,0,0,0,0,1
-5800,36,36699,3,18,1,0,0,0,0,0,1
1482,35,37965,1,17,0,0,0,0,0,0,0
-2475,30,22236,2,12,0,1,1,0,0,0,0
3600,42,40740,5,12,0,1,1,0,0,1,1
10000,61,34920,2,12,0,1,0,0,0,0,0
-11351,35,16077,4,12,0,1,0,0,0,0,1
-9680,28,22440,1,16,0,0,0,0,0,0,1
-700,26,15315,1,12,0,0,0,0,0,1,0
149,32,19659,5,11,0,1,0,0,0,0,1
28200,52,9903,1,12,0,0,0,0,0,0,1
59,43,30333,3,14,0,0,0,0,0,0,1
-2100,32,29172,5,12,0,1,1,0,0,0,0
1099,59,35241,2,8,0,1,1,0,0,0,1
-1125,25,16800,1,16,0,0,0,0,0,0,0
34000,54,17400,1,16,1,0,0,0,0,1,1
29000,31,48420,2,14,0,1,1,0,0,0,1
-50,59,4320,6,12,0,1,0,0,0,0,1
-3550,60,25356,1,4,0,0,0,0,0,0,1
0,55,7644,2,11,1,0,0,0,0,0,1
-4500,59,40290,2,13,0,1,1,0,0,0,0
-6000,49,31944,2,13,1,0,0,0,0,0,1
1700,47,16260,2,10,0,0,0,0,0,0,1
7300,38,13740,3,18,0,0,0,0,0,0,0
600,51,20496,1,12,1,0,0,0,0,0,0
-7201,38,95955,3,16,1,1,1,0,0,0,1
-2000,25,5712,1,18,0,0,0,0,0,0,0
-250,33,24114,3,9,0,1,1,0,0,0,0
-1691,63,10146,2,12,0,1,0,0,0,0,1
2840,53,13500,2,10,0,1,0,0,0,0,1
1499,34,41490,1,13,1,0,0,0,0,0,0
83,43,32316,4,10,1,1,1,0,0,0,0
130200,48,92064,5,16,1,1,1,0,0,1,1
0,35,18750,7,12,0,1,1,0,0,0,0
77098,49,21396,6,12,0,1,0,0,0,0,1
100000,59,100941,2,12,0,1,1,0,0,1,1
2151,36,20310,4,16,0,1,1,0,0,1,0
299,52,20718,1,9,0,0,0,0,0,0,1
28,43,7542,3,12,0,0,0,0,0,0,1
14948,47,16980,1,14,0,0,0,0,0,1,1
3483,49,37155,5,12,0,1,1,0,0,1,1
0,27,31089,4,13,0,1,1,0,0,0,0
-150,43,41139,1,18,1,0,0,0,0,0,0
13200,51,26280,1,16,0,0,0,0,0,0,0
-1500,28,9240,4,12,0,1,0,0,0,0,1
6499,37,18696,3,17,0,1,1,0,0,0,1
0,29,21807,1,12,0,0,0,0,0,0,0
3174,28,52530,3,18,1,0,0,0,0,0,1
-11800,46,33375,3,12,0,1,1,0,0,0,1
-21,35,13128,4,12,0,0,0,0,0,0,0
-6900,43,16326,4,14,0,0,0,0,0,0,1
330,31,15300,3,12,0,1,0,0,0,0,0
-6300,33,11238,1,16,0,0,0,0,0,0,1
25000,30,49200,2,13,0,1,0,0,0,0,0
21700,51,43680,1,16,0,0,0,0,0,1,1
-3197,37,18429,3,12,0,0,0,0,0,0,1
6000,35,15336,5,14,0,0,0,0,0,0,1
-2500,27,6606,1,12,0,0,0,0,0,0,0
-3000,50,19920,5,12,0,1,1,0,0,0,1
7300,37,37920,3,14,1,1,1,0,0,0,1
-7000,42,32220,1,9,0,0,0,0,0,0,0
-2050,54,45900,4,12,0,1,1,0,0,0,1
-234,28,3204,1,12,0,0,0,0,0,0,0
-2400,41,30240,1,14,0,0,0,0,0,0,1
43099,57,89514,3,16,0,1,0,0,0,1,1
38010,61,26664,3,12,0,1,0,0,0,0,1
-7100,43,59208,4,12,0,1,1,0,0,0,1
-1450,31,22572,2,14,0,0,0,0,0,0,0
1473,35,41280,4,13,1,1,1,0,0,0,1
-788,31,16020,2,13,1,0,0,0,0,0,1
1999,26,20724,1,12,0,0,0,0,0,0,0
22850,41,26856,3,12,0,1,1,0,0,0,1
-4600,26,37500,1,17,0,0,0,0,0,0,0
600,56,24819,3,12,0,1,0,0,0,0,1
9000,54,19950,1,12,1,0,0,0,0,1,1
-6400,26,36090,2,12,0,1,1,0,0,0,1
225,35,38550,2,16,0,1,1,0,0,0,0
0,27,20100,3,1,0,0,0,0,0,0,0
999,41,3180,3,12,0,0,0,0,0,0,0
0,26,4320,1,13,0,0,0,0,0,0,1
-23990,48,52206,7,12,0,1,1,0,0,0,1
-850,35,31443,4,12,0,1,1,0,0,0,0
599,39,47937,4,12,0,1,1,0,0,0,1
0,39,17850,6,4,0,1,0,0,0,0,0
100,59,23004,4,16,0,1,0,0,0,0,1
-3450,36,14559,3,12,1,1,1,0,0,0,0
232600,40,48402,4,16,0,1,0,0,0,1,1
39800,40,132057,4,16,1,1,1,0,0,1,0
-1190,25,16302,6,13,0,1,0,0,0,0,0
345,25,19380,3,12,0,1,1,0,0,0,1
-900,62,69960,9,16,1,1,0,0,0,0,1
635,28,31668,5,12,0,1,1,0,0,0,0
-5000,32,8841,4,6,0,1,0,0,0,0,1
0,33,5775,1,6,0,0,0,0,0,0,0
600,60,3825,1,11,0,0,0,0,0,0,0
-10650,26,44034,2,15,1,1,1,0,0,0,0
82650,53,121836,3,12,0,1,1,0,0,1,1
0,58,9720,4,8,0,1,0,0,0,0,1
3599,42,55740,5,13,0,1,1,0,0,0,0
-1400,32,32064,1,12,0,0,0,0,0,0,0
-2675,29,33075,3,14,0,1,1,0,0,0,1
-2320,26,35493,4,12,0,1,1,0,0,0,0
2280,30,23268,3,12,0,1,1,0,0,0,0
0,50,14292,3,11,0,1,1,0,0,0,0
110500,56,96147,3,13,0,1,0,0,0,1,1
1500,39,13566,2,12,0,0,0,0,0,0,0
99,50,25251,4,11,0,1,0,0,0,0,1
1000,43,11424,1,16,0,0,0,0,0,0,0
75299,58,33510,2,12,0,1,0,0,0,0,1
-4600,47,13350,4,12,0,1,0,0,0,0,1
5200,59,6876,1,12,0,0,0,0,0,0,0
51250,40,120750,5,18,1,1,1,0,0,1,1
45,62,13218,2,10,1,0,0,0,0,0,1
